Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb Incent (Lei 12431);Escritura Padronizada;Resgate Antecipado
PRHB11;PROHAB S/A;'001;'001;Sim;Excluído;BRPRHBDBS010;CVM/SRE/DEB-2000/002;31/1/2000;;;1/8/1999;01/03/2002;CANCELAMENTO;04/08/2000;1/8/1999;-;-;AGE;02/07/1999;;;Escritural;Subordinada;Simples;23000;0,;0,;0;0;0;0;0;0;0;0;R$;1000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000%  ;;-;-;-;-;;-;;;;;;;;;;;;;;;100,0000;0,;Ano;-;RESULTADO DA EMISSORA;;;;;;;HSBC BANK BRASIL S/A - B M;C&D DTVM SA;HSBC CCVM S/A;J MALUCELLI CCV LTDA; 02983657000141;N; n ;
PRHP12;PRH9 PRODUCOES S/A;'001;'002;Sim;Excluído;BRPRHPDBO019;CVM/SRE/DCA - 99/002;5/4/1999;;;21/9/1998;Indeterminado;CANCELAMENTO;;21/9/1998;-;-;AGE;21/09/1998;;;Escritural;Subordinada;Conversível;55000;0,;0,;0;0;0;0;0;0;0;0;R$;1000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;8,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM S/A;ITAU UNIBANCO S/A;ITAU UNIBANCO SA; 02396693000109;N; n ;
PRHP22;PRH9 PRODUCOES S/A;'002;'002;Sim;Excluído;BRPRHPDBO027;CVM/SRE/DCA - 99/003;5/4/1999;;;21/9/1998;Indeterminado;CANCELAMENTO;;21/9/1998;-;-;AGE;21/09/1998;;;Escritural;Subordinada;Conversível;45000;0,;0,;0;0;0;0;0;0;0;0;R$;1000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;Ano;-;RESULTADO DA EMISSORA;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM S/A;ITAU UNIBANCO S/A;ITAU UNIBANCO SA; 02396693000109;N; n ;
PRLG11;PROLAGOS S/A - CONCESSIONARIA DE SERVICOS PUBLICOS DE AGUA E ESGOTO;'ÚNI;'001;ND;Excluído;BRPRLGDBS003;DISPENSA ICVM 476/09;6/6/2011;;;30/5/2011;30/05/2017;RESGATE TOTAL ANTECIPADO;;30/5/2011;-;-;AGE;19/05/2011;;;Escritural;Real;Simples;75;0,;0,;0;0;75;0;0,;0;0,;0;R$;1000000,000000;R$;666667,000000;17/9/2014;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;11,1111;6;MES;30/5/2013;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;3,2500;252;6;MES;30/11/2011;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;Mês;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;HSBC CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A; 02382073000110;N; n ;
PRLG12;PROLAGOS S/A - CONCESSIONARIA DE SERVICOS PUBLICOS DE AGUA E ESGOTO;'ÚNI;'002;ND;Registrado;BRPRLGDBS011;DISPENSA ICVM 476/09;12/9/2014;;;15/8/2014;15/08/2019; - - - - - - ;;15/8/2014;15/9/2014;-;RCA;12/08/2014;;;Escritural;Real;Simples;10000;0,;0,;10000;0;0;0,;0,;0;0,;0;R$;10000,000000;R$;10000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;33,3300;12;MES;15/8/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;1,4000;252;6;MES;15/02/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO BTG PACTUAL S/A; 02382073000110;N; n ;
PRMN11;PRODUTORES ENERGETICOS DE MANSO S/A - PROMAN;'ÚNI;'001;Sim;Registrado;BRPRMNDBP011;CVM/SRE/DCA-2002/001;7/2/2002;;;19/10/2001;Indeterminado; - - - - - - ;;-;-;-;AGE;19/10/2001;AGE;20/12/2001;Nominativa;Subordinada;Conversível;10000;0,;0,;9900;0;0;0;0,;0;0,;0;R$;1960,000000;R$;1658,969797;21/7/2016;PRÉ;Integrante de Juros;Não Padrão - SND;;-;   ;0,00;0,000;-;-;;-;-;-;-;;Percentual variável sobre o valor nominal atualizado em períodos não uniformes;;;;;;;;;;;;;;;0,0000;1;MES;-;RENDIMENTOS APURADOS ATRAVES DO RODI (ITEM 45)   ;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;PROSPER S/A CVC; 02291077000193;N; n ;
PRNA11;COMPANHIA PARAIBUNA DE METAIS;'001;'001;ND;Excluído;BRPRBNDBM011;SEP/GER/DCA - 95/002;25/1/1995;;;1/8/1994;01/07/1998;VENCIMENTO;;1/12/1994;-;-;AGE;20/07/1994;;;Escritural;Subordinada;Conversível;382;0,;0,;0;0;0;0;0;0;0;0;R$;100000,000000;R$;0,000000;;TR;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;16,0000% aa 360 dias;ANBID + 3,00 %  aa - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;SLW CVC LTDA;;OLIVEIRA TRUST DTVM S/A; 42416651000107;N; n ;
PRNS12;PARANA SHOPPING ADMINISTRADORA DE BENS S/A;'001;'002;ND;Excluído;BRPRNSDBS012;SEP/GER/DEB - 96/051;9/5/1996;;;1/4/1996;Indeterminado;PERMUTA POR FRACAO IDEAL DE TERRENO;;9/5/1996;10/5/1996;-;AGE;01/04/1996;;;Nominativa;Subordinada;Simples;5;0,;0,;0;0;0;0;0;0;0;0;R$;1320000,000000;R$;0,000000;;SEM-ÍNDICE;-;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% aa 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;Mês;-;RESULTADO OPERACIONAL DISPONIVEL (RODI);;;;;;;BANCO SANTANDER BRASIL SA;MARCOS PAULO SOUZA DANTAS FILHO;;BR CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A; 01086706000180;N; n ;
PRSA11;PROSEGUR ACTIVA ALARMES S/A;'UNI;'001;ND;Excluído;BRPRSADBS001;DISPENSA ICVM 476/09;23/4/2012;;;7/3/2012;07/03/2017;Resgate Total Antecipado;;24/4/2012;-;-;AGE;28/03/2012;;;Escritural;Quirografária;Simples;120;0,;0,;0;0;120;0;0,;0;0,;0;R$;1000000,000000;R$;555118,320000;31/1/2014;DI;Integrante de Juros;Padrão - SND;;DU;   ;100,00;0,000;-;;;-;6;MES;7/3/2013;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;2,3000;252;6;MES;07/09/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;Mês;-;-;;;;;;;ITAU UNIBANCO SA;SLW CVC LTDA;ITAU CV S/A;BANCO BRADESCO BBI S/A; 11760155000142;N; n ;
PRSG11;PROSEGUR BRASIL S/A TRANSPORTADORA DE VALORES E SEGURANCA;'ÚNI;'001;ND;Registrado;BRPRSGDBS008;DISPENSA ICVM 476/09;19/4/2012;;;7/3/2012;07/03/2017; - - - - - - ;;20/4/2012;-;-;AGE;02/04/2012;;;Escritural;Quirografária;Simples;230;0,;0,;230;0;0;0;0,;0;0,;0;R$;1000000,000000;R$;205605,435435;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;6;MES;7/3/2013;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;2,3000;252;6;MES;07/09/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;Mês;-;-;;;;;;;ITAU UNIBANCO SA;SLW CVC LTDA;ITAU CV S/A;BANCO BRADESCO BBI S/A; 17428731000135;N; n ;
PRSH11;PRUDENSHOPPING SA;'ÚNI;'001;ND;Registrado;BRPRSHDBS006;DISPENSA ICVM 476/09;21/10/2014;;;15/10/2014;15/10/2026; - - - - - - ;;22/10/2014;22/10/2014;-;AGE;08/10/2014;;;Escritural;Real;Simples;72;0,;0,;72;0;0;0,;0,;0;0,;0;R$;1000000,000000;R$;854260,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;0,6940;1;MES;15/11/2014;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;2,5000;252;1;MES;15/11/2014;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 54584404000107;N; n ;
PRTE11;PARANAIBA TRANSMISSORA DE ENERGIA SA;'ÚNI;'001;ND;Excluído;BRPRTEDBS001;DISPENSA ICVM 476/09;18/12/2014;;;24/11/2014;24/11/2015;VENCIMENTO;;24/11/2014;19/12/2014;-;AGE;03/11/2014;;;Escritural;Real;Simples;350;0,;0,;0;0;350;0,;0,;0;0,;0;R$;1000000,000000;R$;1000000,000000;24/11/2015;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;1,6500;252;0,;-;24/11/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 17553029000101;N; n ;
PRVI11;COMPANHIA PROVIDENCIA INDUSTRIA E COMERCIO;'UNI;'001;Não;Excluído;BRPRVIDBS008;CVM/SRE/DEB-2007/049;21/12/2007;;;30/11/2007;30/11/2012;RESGATE TOTAL ANTECIPADO;31/10/2011;30/11/2007;26/12/2007;-;RCA;12/11/2007;RCA;14/12/2007;Escritural;Quirografária;Simples;15000;0;0;0;0;0;0;0;0;0;0;R$;10000,000000;R$;0,000000;1/11/2011;DI;Integrante de Juros;Padrão - SND;00;DU;   ;100,00;0,000;-;;;33,0000;12;MES;30/11/2010;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;1,3500;252;6;MES;30/05/2008;Útil;Exponencial;0,0000;0;0,;-;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM S/A;BANCO BRADESCO S/A;BANCO SANTANDER BRASIL SA; 76500180000132;N; n ;
PSAP11;PSA PAR EMPREENDIMENTOS E PARTICIPACOES S/A;'ÚNI;'001;ND;Excluído;BRPSAPDBS005;DISPENSA ICVM 476/09;22/11/2013;;;18/11/2013;18/01/2015;RESGATE TOTAL ANTECIPADO;;18/11/2013;25/11/2013;-;AGE;12/11/2013;;;Escritural;Quirografária;Simples;40;0,;0,;0;0;40;0,;0,;0;0,;0;R$;1000000,000000;R$;1000000,000000;23/12/2014;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;1,2300;252;0,;-;18/01/2015;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;ITAU UNIBANCO SA; 17007248000187;N; n ;
PSIM13;VOTORANTIM CELULOSE E PAPEL S/A;'001;'003;ND;Excluído;;SEP/GER/DCA - 94/008;20/12/1994;;;10/11/1994;10/11/1999;CONVERSÃO;17/07/1995;10/11/1994;-;-;AGE;10/11/1994;;;Nominativa;Subordinada;Conversível;54467;0,;0,;0;0;0;0;0;0;0;0;R$;10580,000000;R$;0,000000;;IPC-R;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;2,0000% aa 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO INDUSVAL S/A;OLIVEIRA TRUST DTVM S/A;;BCO VOTORANTIM S/A; 60643228000121;N; n ;
PSIM23;VOTORANTIM CELULOSE E PAPEL S/A;'002;'003;ND;Excluído;;SEP/GER/DCA - 94/009;20/12/1994;;;10/11/1994;10/11/1999;CONVERSÃO;17/07/1995;10/11/1994;-;-;AGE;10/11/1994;;;Nominativa;Subordinada;Conversível;59846;0,;0,;0;0;0;0;0;0;0;0;R$;10580,000000;R$;0,000000;;IPC-R;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;2,0000% aa 360 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO INDUSVAL S/A;OLIVEIRA TRUST DTVM S/A;;BCO VOTORANTIM S/A; 60643228000121;N; n ;
PTBL12;PORTOBELLO S/A;'001;'002;ND;Registrado;BRPTBLDBS026;DISPENSA ICVM 476/09;16/12/2015;;;26/11/2015;26/11/2022; - - - - - - ;;17/12/2015;17/12/2015;-;RCA;17/11/2015;;;Escritural;Real;Simples;1000;0,;0,;1000;0;0;0,;0,;0;0,;0;R$;100000,000000;R$;100000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;9,0909;6;MES;26/11/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;3,5500;252;6;MES;26/05/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO BRADESCO BBI S/A; 83475913000191;N; n ;
PTBL22;PORTOBELLO S/A;'002;'002;ND;Registrado;BRPTBLDBS034;DISPENSA ICVM 476/09;16/12/2015;;;26/11/2015;26/11/2020; - - - - - - ;;17/12/2015;7/12/2015;-;RCA;17/11/2015;;;Escritural;Real;Simples;1000;0,;0,;1000;0;0;0,;0,;0;0,;0;R$;100000,000000;R$;100000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;14,2857;6;MES;26/11/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;3,1500;252;6;MES;26/05/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO BRADESCO BBI S/A; 83475913000191;N; n ;
PTCP11;CIA DE INVESTIMENTOS PARTICIPAR  ;'001;'001;ND;Excluído;BRPTCPDBS017;SEP/GER/DEB - 96/023;7/3/1996;;;1/2/1996;Indeterminado;CANCELAMENTO;;1/2/1996;-;-;AGE;01/02/1996;;15/05/1996;Nominativa;Subordinada;Simples;3200;0,;0,;0;0;0;0;0;0;0;0;R$;50000,000000;R$;0,000000;1/8/2002;SEM-ÍNDICE;-;Não Padrão - SND;00;DU;000;0,00;0,000;-;0,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;Mês;-;34% DO RESULTADO DO EXERCICIO DA EMISSORA;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM S/A;ITAU UNIBANCO S/A;BANCO PATRIMÔNIO S/A; 01028049000115;N; n ;
PTCP21;CIA DE INVESTIMENTOS PARTICIPAR  ;'002;'001;ND;Excluído;BRPTCPDBS025;SEP/GER/DEB - 96/055;31/5/1996;;;1/2/1996;Indeterminado;CANCELAMENTO;;1/2/1996;-;-;AGE;01/02/1996;;15/05/1996;Nominativa;Subordinada;Simples;1800;0,;0,;0;0;0;0;0;0;0;0;R$;50000,000000;R$;0,000000;1/8/2002;SEM-ÍNDICE;-;Não Padrão - SND;00;DU;000;0,00;0,000;-;0,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;Mês;-;34% DO RESULTADO DO EXERCICIO DA EMISSORA;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM S/A;ITAU UNIBANCO S/A;BANCO PATRIMÔNIO S/A; 01028049000115;N; n ;
PTEN11;PETRA ENERGIA S/A;'ÚNI;'001;ND;Excluído;BRPTRADBS009;DISPENSA ICVM 476/09;21/7/2011;;;1/7/2011;04/07/2014;VENCIMENTO;;22/7/2011;-;-;RCA;14/06/2011;AGE;14/06/2011;Escritural;Real;Simples;640;0,;0,;0;0;0;640;0,;0;0,;0;R$;500000,000000;R$;500000,000000;4/7/2014;DI;Integrante de Juros;Não Padrão - SND;;-;   ;0,00;0,000;-;5,5000% aa 252 dias;;50,0000;-;MES;04/07/2013;;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BTG PACTUAL S/A; 07243291000198;N; n ;
PTEN12;PETRA ENERGIA S/A;'ÚNI;'002;ND;Excluído;BRPTRADBS017;DISPENSA ICVM 476/09;31/8/2012;;;22/8/2012;04/07/2014;VENCIMENTO;;22/8/2012;-;-;RCA;22/08/2012;AGE;22/08/2012;Escritural;Real;Simples;298;0,;0,;0;0;0;298;0,;0;0,;0;R$;499969,610000;R$;249984,805000;4/7/2014;DI;Integrante de Juros;Não Padrão - SND;;DU;   ;100,00;0,000;-;2,4500% uti;;50,0000;-;MES;04/07/2013;;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BTG PACTUAL S/A; 07243291000198;N; n ;
PTIP11;CIA BRASILEIRA DE PETROLEO IPIRANGA;'UNI;'001;Não;Excluído;BRPTIPDBS022;CVM/SRE/DEB-2006/010;18/4/2006;;;1/4/2006;01/04/2011;VENCIMENTO ANTECIPADO;06/03/2008;1/4/2006;19/4/2006;-;AGE;22/02/2006;RCA;29/03/2006;Escritural;Quirografária;Simples;35000;0;0;0;0;0;0;0;0;0;0;R$;10000,000000;R$;0,000000;7/3/2008;DI;Integrante de Juros;Padrão - SND;00;DU;   ;103,80;0,000;-;;;33,3333;12;MES;1/4/2009;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0;6;MES;01/10/2006;Útil;Exponencial;0,0000;0;0,;-;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU UNIBANCO S/A;BANCO ITAUBANK SA; 33069766000181;N; n ;
PTNL12;PANTANAL PLAZA SHOPPING S/A;'001;'002;Não;Registrado;BRPTNLDBS013;SEP/GER/DEB - 98/052;4/8/1998;;;1/5/1998;Indeterminado; - - - - - - ;;1/5/1998;-;-;AGE;04/05/1998;;;Nominativa;Subordinada;Simples;55286;0,;0,;0;0;0;0;0,;0;0,;0;R$;1000,000000;R$;3463,493000;21/7/2016;IGP-M;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;-;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;Mês;-;PAGO MENSALMENTE, A PARTIR DO MES BASE CONF RODI ;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;PLANNER CV S/A;SEM BANCO LIQUIDANTE/MANDATARIO;BR CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A; 02305131000102;N; n ;
PTPA11;EVORA S/A;'ÚNI;'001;ND;Excluído;BRPTPADBS003;DISPENSA ICVM 476/09;27/12/2011;;;27/12/2011;27/12/2016;RESGATE TOTAL ANTECIPADO;;27/12/2011;-;-;RCA;13/12/2011;;;Escritural;Real;Simples;210;0,;0,;0;0;210;0;0,;0;0,;0;R$;1856600,000000;R$;363889,021744;13/7/2016;DOLAR;Correção Monetária;Padrão - SND;;-;   ;0,00;0,000;-;;;-;6;MES;27/12/2012;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;9,2500;360;6;MES;27/06/2012;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 91820068000172;N; n ;
PTPN11;PORTONAVE SA- TERMINAIS PORTUARIOS DE NAVEGANTES;'ÚNI;'001;ND;Registrado;BRPTNVDBS004;DISPENSA ICVM 476/09;30/7/2012;;;11/7/2012;27/06/2021; - - - - - - ;;11/7/2012;-;-;AGE;05/07/2012;;;Escritural;Real;Simples;2500;0,;0,;2500;0;0;0;0,;0;0,;0;R$;100000,000000;R$;76400,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;6;MES;27/6/2015;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;2,2500;252;6;MES;11/01/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 01335341000180;N; n ;
PTPN12;PORTONAVE SA- TERMINAIS PORTUARIOS DE NAVEGANTES;'001;'002;ND;Registrado;BRPTNVDBS012;DISPENSA ICVM 476/09;26/6/2014;;;27/6/2014;27/06/2021; - - - - - - ;;27/6/2014;27/6/2014;-;RCA;09/06/2014;AGE;09/06/2014;Escritural;Real;Simples;450;0,;0,;450;0;0;0,;0,;0;0,;0;R$;100000,000000;R$;91000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;6;MES;27/6/2015;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;2,2500;252;6;MES;27/12/2014;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 01335341000180;N; n ;
PTPN22;PORTONAVE SA- TERMINAIS PORTUARIOS DE NAVEGANTES;'002;'002;ND;Registrado;BRPTNVDBS012;DISPENSA ICVM 476/09;26/6/2014;;;27/6/2014;27/06/2021; - - - - - - ;;27/6/2014;27/6/2014;-;RCA;09/06/2014;AGE;09/06/2014;Escritural;Real;Simples;1275;0,;0,;1275;0;0;0,;0,;0;0,;0;R$;100000,000000;R$;102274,027403;21/7/2016;IPCA;  - ;Padrão - SND;27;-;;0,00;0,000;-;;;-;12;MES;27/6/2015;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;8,4000;252;6;MES;27/12/2014;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 01335341000180;N; n ;
PTPN32;PORTONAVE SA- TERMINAIS PORTUARIOS DE NAVEGANTES;'003;'002;ND;Registrado;BRPTNVDBS038;DISPENSA ICVM 476/09;26/6/2014;;;27/6/2014;27/12/2020; - - - - - - ;;27/6/2014;27/6/2014;-;RCA;09/06/2014;AGE;09/06/2014;Escritural;Real;Simples;1275;0,;0,;1275;0;0;0,;0,;0;0,;0;R$;100000,000000;R$;114166,358656;21/7/2016;IPCA;  - ;Padrão - SND;27;-;;0,00;0,000;-;;;-;12;MES;27/12/2015;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;8,4000;252;6;MES;27/12/2014;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 01335341000180;N; n ;
PXE11 ;IND ALIM CARLOS DE BRITO S/A - FABRICAS PEIXE;'001;'001;ND;Excluído;000000000000;SEP/GER/DEB - 91/005;11/1/1991;;;1/10/1990;01/10/1995;VENCIMENTO;;1/1/1994;-;-;AGE;29/10/1990;   ;;Nominativa;Flutuante;Simples;7500;0;0;0;0;0;0;0;0;0;0;Cr$;100000,000000;R$;0,000000;;TR-REAL;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;12,0000% aa 360 dias;IGP-M + 16,00 %  aa - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;MARIO SERGIO CARDIM NETO;;BANCO BRADESCO S/A; 10782175000151;N; n ;
QCAB11;QUALICORP ADMINISTRADORA DE BENEFICIOS S/A;'ÚNI;'001;ND;Registrado;BRQCABDBS007;DISPENSA ICVM 476/09;30/8/2010;;;25/8/2010;25/08/2018; - - - - - - ;;25/8/2010;-;-;AGE;17/08/2010;;;Escritural;Flutuante;Simples;56;0,;0,;56;0;0;0;0,;0;0,;0;R$;1000000,000000;R$;550000,000000;21/7/2016;DI;Integrante de Juros;Não Padrão - SND;;-;   ;100,00;0,000;-;1,6000% aa 252 dias;;-;-;MES;25/08/2011;;Percentual variável sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;Mês;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 07658098000118;N; n ;
