Emissor;Ativo;Data de Registro CVM;Data de Emissão;Data da 1ª Repactuação;Data de Vencimento;Prazo (em anos) de Vencimento;Prazo (em anos) de Repactuação;Sit;Tipo de Remuneração;Tipo de Correção;Forma;Classe;Garantia;Ramo
CONCESSIONARIA BAHIA NORTE S/A;CCBN12;10/05/2013;21/12/2012;-;21/12/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Transporte e Logística
CAMARGO CORREA S/A;CCDM12;26/12/2012;14/12/2012;-;14/12/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
CAMARGO CORREA S/A;CCHOA7;20/11/2012;05/11/2012;-;05/11/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
COMPANHIA ENERGETICA DO CEARA-COELCE;CEAR23;16/11/2011;15/10/2011;-;15/10/2018;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Energia Elétrica
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA SA;CEMT15;29/05/2014;15/05/2014;-;15/05/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA SA;CEMT25;29/05/2014;15/05/2014;-;15/05/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
CIMAR - CIMENTOS DO MARANHAO SA;CIMA11;26/10/2012;29/10/2012;-;29/10/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Cimentos
COMPANHIA LUZ E FORCA SANTA CRUZ;CLFS11;08/06/2011;09/06/2011;-;09/06/2018;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
COMPANHIA MARANHENSE DE REFRIGERANTES;CMRE11;29/11/2011;29/11/2011;-;29/11/2018;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Alimentos e Bebidas
COMPANHIA MARANHENSE DE REFRIGERANTES;CMRE12;27/06/2013;28/06/2013;-;28/06/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Alimentos e Bebidas
CEMIG GERACAO E TRANSMISSAO S/A;CMTR23;12/03/2012;15/02/2012;-;15/02/2019;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Energia Elétrica
COMPANHIA PIRATININGA DE FORCA E LUZ;CPFP16;26/07/2012;03/07/2012;-;03/07/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
CPFL GERACAO DE ENERGIA S/A;CPGE16;20/08/2013;21/08/2013;-;21/08/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG;CSMG26;22/02/2012;15/02/2012;-;15/02/2019;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Saneamento
COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG;CSMG27;23/04/2014;15/04/2014;-;15/04/2021;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
COMPANHIA SIDERURGICA NACIONAL;CSNA17;27/03/2014;28/03/2014;-;28/03/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Metalurgia e Siderurgia
COMPANHIA SIDERURGICA NACIONAL;CSNA18;15/01/2015;09/01/2015;-;09/01/2022;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Metalurgia e Siderurgia
CENTROVIAS SISTEMAS RODOVIARIOS S/A;CVIA21;20/04/2010;15/03/2010;-;15/03/2017;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Real;Transporte e Logística
CASA E VIDEO RIO DE JANEIRO S/A;CVRJ13;27/03/2013;15/03/2013;-;15/03/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Comércio Varejista
CRUZEIRO DO SUL EDUCACIONAL SA;CZED11;13/12/2013;13/12/2013;-;13/12/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Educacional
ECORODOVIAS CONCESSOES E SERVICOS S/A;ECCR22;18/10/2012;15/10/2012;-;15/10/2019;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Transporte e Logística
CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA;ECOV12;26/04/2013;15/04/2013;-;15/04/2020;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Transporte e Logística
ECOPORTO SANTOS S/A;ECPH11;18/06/2012;15/06/2012;-;15/06/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;EDED11;12/01/2012;15/12/2011;-;15/12/2018;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Mídia
ELEKTRO ELETRICIDADE E SERVICOS S/A;EKTR25;12/08/2011;15/08/2011;-;15/08/2018;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Energia Elétrica
ELEKTRO ELETRICIDADE E SERVICOS S/A;ELEK26;12/09/2012;12/09/2012;-;12/09/2019;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Energia Elétrica
ELETROPAULO METROPOL ELETR DE SP S/A;ELSPA8;15/07/2015;14/07/2015;-;14/07/2022;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Energia Elétrica
ELETROPAULO METROPOL ELETR DE SP S/A;ELSPB8;15/07/2015;14/07/2015;-;14/07/2022;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Energia Elétrica
ENERGISA SA;ENGI25;23/07/2012;15/07/2012;-;15/07/2019;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Energia Elétrica
CPFL ENERGIAS RENOVAVEIS SA;ERSA12;31/03/2014;28/03/2014;-;28/03/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA SA;ESUL17;29/05/2014;30/05/2014;-;30/05/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ALL - AMERICA LATINA  LOGISTICA MALHA NORTE S/A;FERR19;27/06/2016;13/06/2016;-;13/06/2023;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
FLEURY S/A;FLRY12;15/02/2013;15/02/2013;-;15/02/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Assist Médica/Prod Farmacêuticos
FLEURY S/A;FLRY21;20/12/2011;12/12/2011;-;12/12/2018;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Assist Médica/Prod Farmacêuticos
COMPANHIA DE GAS DE SAO PAULO - COMGAS;GASP24;21/12/2015;15/12/2015;-;15/12/2022;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Petróleo e Gás
COMPANHIA DE GAS DE SAO PAULO - COMGAS;GASP33;07/10/2013;15/09/2013;-;15/09/2020;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Petróleo e Gás
GLOBAL ENERGIA ELETRICA S/A;GBEE11;05/03/2015;17/12/2014;-;17/12/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Energia Elétrica
A  GERADORA  ALUGUEL DE MAQUINAS SA;GEAM11;27/12/2012;20/12/2012;-;20/12/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Máquinas e Equipamentos
DUKE ENERGY INTERNATIONAL GERACAO PARANAPANEMA S/A;GEPA25;09/06/2014;20/05/2014;-;20/05/2021;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
HAZTEC  INVESTIMENTOS E PARTICIPACOES S/A;HAZT14;27/02/2013;18/02/2013;-;18/02/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Outros
HAZTEC  INVESTIMENTOS E PARTICIPACOES S/A;HAZT15;13/02/2015;30/01/2015;-;30/01/2022;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Outros
CARVALHO HOSKEN S/A ENGENHARIA E CONSTRUCOES;HOSK11;12/09/2013;06/09/2013;-;06/09/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
CARVALHO HOSKEN S/A ENGENHARIA E CONSTRUCOES;HOSK12;01/12/2015;30/10/2015;-;30/10/2022;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Construção Civil
IGUATEMI EMPRESA DE SHOPPING CENTERS SA;IGTA14;22/02/2013;15/02/2013;-;15/02/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Adm Shopping Centers
IRTHA EMPREENDIMENTOS IMOBILIARIOS SA;IRTH11;09/02/2012;24/01/2012;-;02/01/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
ITSA INTTECHSYSTEMS-TECPINSTFINSA;ITSY11;10/03/2016;26/01/2016;-;26/01/2023;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;
JSL SA;JSML26;24/07/2013;15/07/2013;-;15/07/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
JSL SA;JSML28;17/06/2014;15/06/2014;-;15/06/2021;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
JSL SA;JSML29;18/12/2014;15/12/2014;-;15/12/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
JSL SA;JSML36;24/07/2013;15/07/2013;-;15/07/2020;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Transporte e Logística
JSL SA;JSML38;17/06/2014;15/06/2014;-;15/06/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
LOJAS AMERICANAS S/A;LAME19;26/06/2014;25/06/2014;-;25/06/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
LOJAS AMERICANAS S/A;LAME29;27/06/2014;25/06/2014;-;25/06/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
COMPANHIA DE LOCACAO DAS AMERICAS;LCAM17;27/06/2013;26/06/2013;-;26/06/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
COMPANHIA DE LOCACAO DAS AMERICAS;LCAM28;28/10/2013;29/10/2013;-;29/10/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
LOCALIZA RENT A CAR S/A;LORT16;30/10/2012;15/10/2012;-;15/10/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
LOJAS RENNER S/A;LRNE25;24/07/2012;15/06/2012;-;15/06/2019;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Comércio Varejista
REDE DOR SAO LUIZ S/A;MEDS11;23/12/2011;12/12/2011;-;10/12/2018;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Assist Médica/Prod Farmacêuticos
MINVEST PLANEJAMENTO E ADMINISTRACAO DE SHOPPING CENTER S/A;MINV11;02/06/2015;02/04/2015;-;02/04/2022;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Real;Adm Shopping Centers
MARLIN NAVEGACAO SA;MLNV11;14/04/2015;15/04/2015;-;15/04/2022;7,0;-;Reg;DOLAR;Integrante de Juros;Escritural;Não Conversível;Real;Transporte e Logística
MRS LOGISTICA S/A;MRSL17;25/02/2015;15/02/2015;-;15/02/2022;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
MRT 2 SPE S/A;MRTS11;10/11/2014;15/10/2014;-;15/10/2021;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Real;Comércio Varejista
MRV ENGENHARIA E PARTICIPACOES SA;MRVE14;23/12/2010;23/12/2010;-;01/12/2017;7,0;-;Reg;TR;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
LOG COMMERCIAL PROPERTIES E PARTICIPACOES S/A;MRVL13;31/05/2013;03/06/2013;-;03/06/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Construção Civil
MATEUS SUPERMERCADOS  SA;MTSM11;29/12/2014;20/12/2014;-;20/12/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
ODEBRECHT PARTICIPACOES E INVESTIMENTOS SA;ODPI11;23/12/2014;17/12/2014;-;17/12/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Empr e Part
ODEBRECHT SERVICOS E PARTICIPACOES S/A;ODSP42;26/11/2013;29/10/2013;-;08/11/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Construção Civil
COMPANHIA PAULISTA DE FORCA E LUZ;PALF16;24/07/2012;03/07/2012;-;03/07/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
PONTELAND DISTRIBUICAO S/A;PONT11;25/10/2013;25/10/2013;-;25/10/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Outros
PORTOBELLO S/A;PTBL12;16/12/2015;26/11/2015;-;26/11/2022;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Comércio Varejista
PORTONAVE SA- TERMINAIS PORTUARIOS DE NAVEGANTES;PTPN12;26/06/2014;27/06/2014;-;27/06/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Transporte e Logística
PORTONAVE SA- TERMINAIS PORTUARIOS DE NAVEGANTES;PTPN22;26/06/2014;27/06/2014;-;27/06/2021;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Real;Transporte e Logística
QUEIROZ GALVAO DESENVOLVIMENTO IMOBILIARIO SA;QGDI11;30/08/2010;01/08/2010;-;01/08/2017;7,0;-;Reg;TR;Integrante de Juros;Escritural;Não Conversível;Real;Construção Civil
RANDON SA IMPLEMENTOS E PARTICIPACOES;RAPT12;18/01/2013;18/12/2012;-;18/12/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Autopeças
RANDON SA IMPLEMENTOS E PARTICIPACOES;RAPT13;23/08/2013;01/08/2013;-;01/08/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Autopeças
RAIZEN ENERGIA S/A;RESA31;21/10/2013;15/10/2013;-;15/10/2020;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Agronegócios
RIO GRANDE ENERGIA S/A;RIGE16;30/07/2012;03/07/2012;-;03/07/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
RADIO E TELEVISAO BANDEIRANTES SA;RTBD11;10/12/2015;11/11/2015;-;11/11/2022;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Mídia
RVA CONSTRUCOES E INCORPORACOES SA;RVAC11;29/12/2014;15/12/2014;-;15/12/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
SA CAVALCANTE PARTICIPACOES SA;SACV11;13/07/2012;22/06/2012;-;22/06/2019;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Empr e Part
COMPANHIA DE SANEAMENTO  DO PARANA - SANEPAR;SAPR23;26/11/2013;15/11/2013;-;15/11/2020;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
CIA SANEAMENTO BASICO EST SP - SABESP;SBESB7;20/02/2013;15/01/2013;-;15/01/2020;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Saneamento
CIA SANEAMENTO BASICO EST SP - SABESP;SBSPB5;15/02/2012;15/02/2012;-;15/02/2019;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Saneamento
SALUS EMPREENDIMENTOS LOGISTICOS S A;SLUS11;09/11/2010;15/10/2010;-;15/10/2017;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Real;Transporte e Logística
SONAE SIERRA BRASIL S/A;SSBR21;15/03/2012;15/02/2012;-;15/02/2019;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Adm Shopping Centers
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;TAES22;16/12/2010;15/12/2010;-;15/12/2017;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;TAES42;16/12/2010;15/12/2010;-;15/12/2017;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
TULIP ITAGUAI HOTELARIA SPE SA;TLIP13;08/01/2015;05/12/2014;-;05/12/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Outros
TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S/A;TPIS13;29/06/2011;15/06/2011;-;15/06/2018;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Empr e Part
TANGARA ENERGIA SA;TREG12;18/05/2015;24/04/2015;-;24/04/2022;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
VALE S/A;VALE18;05/02/2014;15/01/2014;-;15/01/2021;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Mineração
VALE S/A;VALE29;09/09/2015;15/08/2015;-;15/08/2022;7,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Mineração
VIDROPORTO SA;VDPT11;15/09/2014;15/07/2014;-;15/07/2021;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Outros
VIANORTE S/A;VIAN21;20/04/2010;15/03/2010;-;15/03/2017;7,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Real;Transporte e Logística
VIGOR ALIMENTOS SA;VIGO11;24/06/2013;26/04/2013;-;26/04/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Alimentos e Bebidas
VIGOR ALIMENTOS SA;VIGO21;24/06/2013;26/04/2013;-;26/04/2020;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Alimentos e Bebidas
VOTORANTIM  S/A;VOTR13;15/06/2015;29/05/2015;-;29/05/2022;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Indústria e Comércio
YUNY INCORPORADORA S/A;YUNY11;21/10/2011;05/10/2011;-;05/10/2018;7,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
BNDES PARTICIPACOES S/A - BNDESPAR;BNDP36;17/04/2012;01/04/2012;-;15/05/2019;7,1;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Empr e Part
COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;SNTI13;11/08/2015;26/06/2015;-;31/07/2022;7,1;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Real;Saneamento
COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;SNTI23;11/08/2015;26/06/2015;-;31/07/2022;7,1;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Real;Saneamento
USINA CAETE   SA;USCA11;04/07/2013;26/06/2013;-;29/07/2020;7,1;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Agronegócios
USINA CAETE   SA;USCA21;04/07/2013;26/06/2013;-;29/07/2020;7,1;-;Reg;TJLP;Integrante de Juros;Escritural;Não Conversível;Real;Agronegócios
TRIANGULO DO SOL AUTO - ESTRADAS S/A;TSAE12;25/02/2013;15/02/2013;-;15/04/2020;7,2;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
TRIANGULO DO SOL AUTO - ESTRADAS S/A;TSAE22;25/02/2013;15/02/2013;-;15/04/2020;7,2;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Transporte e Logística
CAPUCHE EMPREENDIMENTOS IMOBILIARIOS S/A;CAPE11;28/03/2011;25/03/2011;-;25/06/2018;7,3;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Construção Civil
CONTAX PARTICIPACOES S/A;CTAP13;09/09/2014;29/08/2014;-;15/12/2021;7,3;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;TI e Telecomunicações
A BODYTECH PARTICIPACOES SA;BODY12;10/06/2013;15/05/2013;-;15/11/2020;7,5;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Outros
ELOG SA;ELOG12;30/08/2012;20/08/2012;-;20/02/2020;7,5;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
ESTACIO PARTICIPACOES SA;ESTC11;01/12/2011;25/11/2011;-;25/05/2019;7,5;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Educacional
RODOVIAS DAS COLINAS SA;RDCO14;26/04/2013;15/04/2013;-;15/10/2020;7,5;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
RODOVIAS DAS COLINAS SA;RDCO24;26/04/2013;15/04/2013;-;15/10/2020;7,5;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Transporte e Logística
CONSTRUTORA TENDA S/A;TEND11;06/05/2009;01/04/2009;-;01/10/2016;7,5;-;Reg;TR;Integrante de Juros;Escritural;Não Conversível;Flutuante;Construção Civil
LIGHT ENERGIA SA;LTEN12;28/12/2011;29/12/2011;-;19/08/2019;7,6;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
AB CONCESSOES SA;ATBC12;13/12/2012;29/06/2012;-;15/04/2020;7,8;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;
COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP;CBVP11;10/08/2012;10/08/2012;-;10/05/2020;7,8;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Indústria e Comércio
RIO PETROLEO SPE S/A COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS;RPTL11;18/06/2014;06/06/2014;-;06/04/2022;7,8;-;Reg;PRÉ;Integrante de Juros;Escritural;Não Conversível;Real;Financeiro
LIGHT SERVICOS DE ELETRICIDADE S/A;LSVE19;27/06/2013;15/06/2013;-;15/05/2021;7,9;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
VERTICO LIMEIRA EMPREENDIMENTO IMOBILIARIO SA;VTCO13;05/03/2013;06/02/2013;-;25/12/2020;7,9;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Adm Shopping Centers
ALGAR TELECOM SA;ALGA14;22/06/2015;12/06/2015;-;12/06/2023;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;TI e Telecomunicações
CYRELA COMMERCIAL PROPERTIES S/A EMPREENDIMENTOS E PARTICIPACOES;CCPE11;24/03/2010;15/03/2010;-;15/03/2018;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
CYRELA COMMERCIAL PROPERTIES S/A EMPREENDIMENTOS E PARTICIPACOES;CCPE16;30/01/2014;15/01/2014;-;15/01/2022;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
CEMIG DISTRIBUICAO S/A;CMDT23;07/03/2013;15/02/2013;-;15/02/2021;8,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Energia Elétrica
COMPANHIA DE PROJETOS AMBIENTAIS;CMPA11;12/06/2013;06/06/2013;-;06/06/2021;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Empr e Part
COMPANHIA DE PROJETOS AMBIENTAIS;CMPA21;12/06/2013;06/06/2013;-;06/06/2021;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Empr e Part
COMPANHIA DE DESENVOLVIMENTO  ECONOMICO DE MINAS GERAIS-CODEMIG;COMG11;27/11/2012;14/11/2012;-;14/11/2020;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Empr e Part
COMPANHIA PIRATININGA DE FORCA E LUZ;CPFP17;21/02/2013;05/02/2013;-;05/02/2021;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
CORUMBA CONCESSOES  SA;CRUM12;18/12/2014;19/12/2014;-;19/12/2022;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Energia Elétrica
CORUMBA CONCESSOES  SA;CRUM22;18/12/2014;19/12/2014;-;19/12/2022;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Energia Elétrica
COMPANHIA SIDERURGICA NACIONAL;CSNA15;22/08/2011;20/07/2011;-;20/07/2019;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Metalurgia e Siderurgia
COMPANHIA ENERGETICA DO MARANHAO - CEMAR;ENMA24;21/06/2012;21/06/2012;-;21/06/2020;8,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Energia Elétrica
HELBOR EMPREENDIMENTOS SA;HBOR12;15/10/2010;01/10/2010;-;01/10/2018;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
HELBOR EMPREENDIMENTOS SA;HBOR13;20/12/2012;10/12/2012;-;10/12/2020;8,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
